id,:@computed_region_cbhk_fwbd,name,:@computed_region_nnqa_25f4,fall,geolocation_coordinates_1,geolocation_coordinates_2,geolocation_type,mass,nametype,recclass,reclat,reclong,year
18030,,Ornans,,Fell,6.15,47.11667,Point,6000,Valid,CO3.4,47.116670,6.150000,1868-01-01T00:00:00.000
18033,,Ortenau,,Fell,8.0,48.5,Point,4500,Valid,Stone-uncl,48.500000,8.000000,1671-01-01T00:00:00.000
18034,,Orvinio,,Fell,12.93333,42.13333,Point,3400,Valid,H6,42.133330,12.933330,1872-01-01T00:00:00.000
18042,,Oterøy,,Fell,9.4,58.88333,Point,246,Valid,L6,58.883330,9.400000,1928-01-01T00:00:00.000
18045,,Otomi,,Fell,140.35,38.4,Point,6510,Valid,H,38.400000,140.350000,1867-01-01T00:00:00.000
18046,17,Ottawa,1947,Fell,-95.21667,38.6,Point,840,Valid,LL6,38.600000,-95.216670,1896-01-01T00:00:00.000
56729,,Ouadangou,,Fell,0.08,12.9,Point,4440,Valid,L5,12.900000,0.080000,2003-01-01T00:00:00.000
18050,,Oued el Hadjar,,Fell,-6.57717,30.18,Point,1215.5,Valid,LL6,30.180000,-6.577170,1986-01-01T00:00:00.000
31282,,Oum Dreyga,,Fell,-13.1,24.3,Point,17000,Valid,H3-5,24.300000,-13.100000,2003-01-01T00:00:00.000
18052,,Ourique,,Fell,-8.28,37.60833,Point,20000,Valid,H4,37.608330,-8.280000,1998-01-01T00:00:00.000
18055,,Ovambo,,Fell,16.0,-18.0,Point,121.5,Valid,L6,-18.000000,16.000000,1900-01-01T00:00:00.000
18058,,Oviedo,,Fell,-5.86667,43.4,Point,205,Valid,H5,43.400000,-5.866670,1856-01-01T00:00:00.000
18062,,Owrucz,,Fell,28.83333,51.33333,Point,,Valid,OC,51.333330,28.833330,1775-01-01T00:00:00.000
18068,,Pacula,,Fell,-99.3,21.05,Point,3400,Valid,L6,21.050000,-99.300000,1881-01-01T00:00:00.000
18069,,Padvarninkai,,Fell,25.0,55.66667,Point,3858,Valid,Eucrite-mmict,55.666670,25.000000,1929-01-01T00:00:00.000
18072,,Paitan,,Fell,120.45583,17.74333,Point,515,Valid,H6,17.743330,120.455830,1910-01-01T00:00:00.000
18073,32,Palahatchie,503,Fell,-89.71667,32.31667,Point,,Valid,OC,32.316670,-89.716670,1910-01-01T00:00:00.000
18074,,Palca de Aparzo,,Fell,-65.1,-23.11667,Point,1430,Valid,L5,-23.116670,-65.100000,1988-01-01T00:00:00.000
18077,,Palinshih,,Fell,118.61667,43.48333,Point,18000,Valid,Iron,43.483330,118.616670,1914-01-01T00:00:00.000
18079,18,Palmyra,2122,Fell,-91.5,39.8,Point,135,Valid,L3,39.800000,-91.500000,1926-01-01T00:00:00.000
18082,4,Palolo Valley,1657,Fell,-157.78333,21.3,Point,682,Valid,H5,21.300000,-157.783330,1949-01-01T00:00:00.000
32591,,Dominion Range 03239,,Found,,,,69.5,Valid,L6,,,2002-01-01T00:00:00.000
18093,,Pampanga,,Fell,120.7,15.08333,Point,10500,Valid,L5,15.083330,120.700000,1859-01-01T00:00:00.000
18098,,Pantar,,Fell,124.28333,8.06667,Point,2130,Valid,H5,8.066670,124.283330,1938-01-01T00:00:00.000
18101,15,Paragould,1023,Fell,-90.5,36.06667,Point,408000,Valid,LL5,36.066670,-90.500000,1930-01-01T00:00:00.000
18102,,Parambu,,Fell,-40.7,-6.23333,Point,2000,Valid,LL5,-6.233330,-40.700000,1967-01-01T00:00:00.000
18103,,Paranaiba,,Fell,-51.66667,-19.13333,Point,100000,Valid,L6,-19.133330,-51.666670,1956-01-01T00:00:00.000
18106,34,Park Forest,1863,Fell,-87.67917,41.48472,Point,18000,Valid,L5,41.484720,-87.679170,2003-01-01T00:00:00.000
18108,,Parnallee,,Fell,78.35,9.23333,Point,77600,Valid,LL3.6,9.233330,78.350000,1857-01-01T00:00:00.000
18109,,Parsa,,Fell,85.4,26.2,Point,800,Valid,EH3,26.200000,85.400000,1942-01-01T00:00:00.000
18110,11,Pasamonte,1994,Fell,-103.4,36.21667,Point,5100,Valid,Eucrite-pmict,36.216670,-103.400000,1933-01-01T00:00:00.000
18112,,Patora,,Fell,82.05,20.93694,Point,4375,Valid,H6,20.936940,82.050000,1969-01-01T00:00:00.000
18116,,Patrimonio,,Fell,-48.56667,-19.53333,Point,2121,Valid,L6,-19.533330,-48.566670,1950-01-01T00:00:00.000
18118,,Patti,,Fell,14.96667,38.13333,Point,12,Valid,Iron,38.133330,14.966670,1922-01-01T00:00:00.000
18171,,Patwar,,Fell,91.18333,23.15,Point,37350,Valid,Mesosiderite-A1,23.150000,91.183330,1935-01-01T00:00:00.000
18173,,Pavel,,Fell,25.51667,43.46667,Point,2968,Valid,H5,43.466670,25.516670,1966-01-01T00:00:00.000
18175,,Pavlodar (stone),,Fell,77.03333,52.3,Point,142.5,Valid,H5,52.300000,77.033330,1938-01-01T00:00:00.000
18176,,Pavlograd,,Fell,35.98333,48.53333,Point,40000,Valid,L6,48.533330,35.983330,1826-01-01T00:00:00.000
18177,,Pavlovka,,Fell,43.0,52.03333,Point,2000,Valid,Howardite,52.033330,43.000000,1882-01-01T00:00:00.000
18179,,Pê,,Fell,-3.54217,11.33367,Point,,Valid,L6,11.333670,-3.542170,1989-01-01T00:00:00.000
18180,,Peace River,,Fell,-117.93333,56.13333,Point,45760,Valid,L6,56.133330,-117.933330,1963-01-01T00:00:00.000
18181,,Peckelsheim,,Fell,9.25,51.66667,Point,117.8,Valid,Diogenite-pm,51.666670,9.250000,1953-01-01T00:00:00.000
18782,47,Peekskill,2185,Fell,-73.91667,41.28333,Point,12570,Valid,H6,41.283330,-73.916670,1992-01-01T00:00:00.000
18786,23,Peña Blanca Spring,3062,Fell,-103.11667,30.125,Point,70000,Valid,Aubrite,30.125000,-103.116670,1946-01-01T00:00:00.000
18792,,Peramiho,,Fell,35.5,-10.66667,Point,165,Valid,Eucrite-mmict,-10.666670,35.500000,1899-01-01T00:00:00.000
18793,,Perpeti,,Fell,91.0,23.325,Point,23474,Valid,L6,23.325000,91.000000,1935-01-01T00:00:00.000
18797,,Perth,,Fell,-3.43333,56.4,Point,2,Valid,LL5,56.400000,-3.433330,1830-01-01T00:00:00.000
18798,,Pervomaisky,,Fell,39.43333,56.63333,Point,66000,Valid,L6,56.633330,39.433330,1933-01-01T00:00:00.000
18799,,Pesyanoe,,Fell,66.08333,55.5,Point,3393,Valid,Aubrite,55.500000,66.083330,1933-01-01T00:00:00.000
18800,,Pétèlkolé,,Fell,0.42,14.052,Point,189,Valid,H5,14.052000,0.420000,1995-01-01T00:00:00.000
18801,39,Petersburg,2017,Fell,-86.63333,35.3,Point,1800,Valid,Eucrite-pmict,35.300000,-86.633330,1855-01-01T00:00:00.000
18804,,Pettiswood,,Fell,-7.33333,53.53333,Point,,Valid,Stone-uncl,53.533330,-7.333330,1779-01-01T00:00:00.000
18808,17,Phillips County (stone),1255,Fell,-99.25,40.0,Point,57900,Valid,L6,40.000000,-99.250000,1901-01-01T00:00:00.000
18809,,Phu Hong,,Fell,108.58333,11.25,Point,500,Valid,H4,11.250000,108.583330,1887-01-01T00:00:00.000
18811,,Phum Sambo,,Fell,105.48333,12.0,Point,7800,Valid,H4,12.000000,105.483330,1933-01-01T00:00:00.000
18812,,Phuoc-Binh,,Fell,108.1,15.71667,Point,11000,Valid,L5,15.716670,108.100000,1941-01-01T00:00:00.000
18813,,Piancaldoli,,Fell,11.50222,44.24417,Point,13.1,Valid,LL3.4,44.244170,11.502220,1968-01-01T00:00:00.000
18816,,Picote,,Fell,-6.23333,41.36667,Point,,Valid,Stone-uncl,41.366670,-6.233330,1843-01-01T00:00:00.000
18822,,Pillistfer,,Fell,25.73333,58.66667,Point,23250,Valid,EL6,58.666670,25.733330,1863-01-01T00:00:00.000
18831,,Piplia Kalan,,Fell,73.94167,26.03472,Point,42000,Valid,Eucrite-mmict,26.034720,73.941670,1996-01-01T00:00:00.000
18832,,Piquetberg,,Fell,18.71667,-32.86667,Point,37,Valid,H,-32.866670,18.716670,1881-01-01T00:00:00.000
18834,,Pirgunje,,Fell,88.45,25.8,Point,842,Valid,L6,25.800000,88.450000,1882-01-01T00:00:00.000
18835,,Pirthalla,,Fell,76.0,29.58333,Point,1161,Valid,H6,29.583330,76.000000,1884-01-01T00:00:00.000
18837,31,Pitts,207,Fell,-83.51667,31.95,Point,3760,Valid,"Iron, IAB-ung",31.950000,-83.516670,1921-01-01T00:00:00.000
18846,23,Plantersville,2018,Fell,-96.11667,30.7,Point,2085,Valid,H6,30.700000,-96.116670,1930-01-01T00:00:00.000
51706,,Pleşcoi,,Fell,26.70972,45.275,Point,6913,Valid,L5-6,45.275000,26.709720,2008-01-01T00:00:00.000
18849,,Ploschkovitz,,Fell,14.11667,50.53333,Point,39,Valid,L5,50.533330,14.116670,1723-01-01T00:00:00.000
18851,,Pnompehn,,Fell,104.91667,11.58333,Point,96,Valid,L6,11.583330,104.916670,1868-01-01T00:00:00.000
32592,,Dominion Range 03240,,Found,,,,290.89999999999998,Valid,LL5,,,2002-01-01T00:00:00.000
18853,,Pohlitz,,Fell,12.13333,50.93333,Point,3000,Valid,L5,50.933330,12.133330,1819-01-01T00:00:00.000
18858,,Pokhra,,Fell,82.66667,26.71667,Point,350,Valid,H5,26.716670,82.666670,1866-01-01T00:00:00.000
18860,,Pollen,,Fell,14.015,66.34833,Point,253.6,Valid,CM2,66.348330,14.015000,1942-01-01T00:00:00.000
18865,,Pontlyfni,,Fell,-4.31944,53.03639,Point,157,Valid,Winonaite,53.036390,-4.319440,1931-01-01T00:00:00.000
18874,11,Portales Valley,1987,Fell,-103.295,34.175,Point,71400,Valid,H6,34.175000,-103.295000,1998-01-01T00:00:00.000
18876,,Portugal,,Fell,-8.0,38.5,Point,4500,Valid,Stone-uncl,38.500000,-8.000000,1796-01-01T00:00:00.000
18879,,Po-wang Chen,,Fell,118.5,31.41667,Point,665,Valid,LL,31.416670,118.500000,1933-01-01T00:00:00.000
18883,,Prambachkirchen,,Fell,13.94083,48.3025,Point,2125,Valid,L6,48.302500,13.940830,1932-01-01T00:00:00.000
18887,,Pribram,,Fell,14.03333,49.66667,Point,5555,Valid,H5,49.666670,14.033330,1959-01-01T00:00:00.000
18888,38,Pricetown,2566,Fell,-83.85,39.11667,Point,900,Valid,L6,39.116670,-83.850000,1893-01-01T00:00:00.000
45984,,Puerto Lápice,,Fell,-3.51667,39.35,Point,500,Valid,Eucrite-br,39.350000,-3.516670,2007-01-01T00:00:00.000
18899,,Pulsora,,Fell,75.18333,23.36667,Point,560,Valid,H5,23.366670,75.183330,1863-01-01T00:00:00.000
18901,,Pultusk,,Fell,21.26667,52.76667,Point,250000,Valid,H5,52.766670,21.266670,1868-01-01T00:00:00.000
18902,,Punganaru,,Fell,78.95,13.33333,Point,100,Valid,Stone-uncl,13.333330,78.950000,1811-01-01T00:00:00.000
18905,,Putinga,,Fell,-53.05,-29.03333,Point,300000,Valid,L6,-29.033330,-53.050000,1937-01-01T00:00:00.000
18907,,Qidong,,Fell,121.5,32.08333,Point,1275,Valid,L/LL5,32.083330,121.500000,1982-01-01T00:00:00.000
18908,,Qingzhen,,Fell,106.46667,26.53333,Point,2600,Valid,EH3,26.533330,106.466670,1976-01-01T00:00:00.000
22357,,Queen's Mercy,,Fell,28.7,-30.11667,Point,7000,Valid,H6,-30.116670,28.700000,1925-01-01T00:00:00.000
22358,,Quenggouk,,Fell,95.18333,17.76667,Point,6045,Valid,H4,17.766670,95.183330,1857-01-01T00:00:00.000
22360,,Quesa,,Fell,-0.66667,39.0,Point,10750,Valid,"Iron, IAB-ung",39.000000,-0.666670,1898-01-01T00:00:00.000
22361,,Quija,,Fell,126.13333,44.61667,Point,17450,Valid,H,44.616670,126.133330,1990-01-01T00:00:00.000
22363,,Quincay,,Fell,0.25,46.6,Point,65,Valid,L6,46.600000,0.250000,1851-01-01T00:00:00.000
22368,,Raco,,Fell,-65.45,-26.66667,Point,5000,Valid,H5,-26.666670,-65.450000,1957-01-01T00:00:00.000
22371,,Raghunathpura,,Fell,76.465,27.72528,Point,10200,Valid,"Iron, IIAB",27.725280,76.465000,1986-01-01T00:00:00.000
31302,,Rahimyar Khan,,Fell,70.2,28.225,Point,67225,Valid,L5,28.225000,70.200000,1983-01-01T00:00:00.000
22376,,Rakovka,,Fell,37.03333,52.98333,Point,9000,Valid,L6,52.983330,37.033330,1878-01-01T00:00:00.000
22384,,Ramnagar,,Fell,82.9,26.45,Point,3766,Valid,L6,26.450000,82.900000,1940-01-01T00:00:00.000
22385,,Rampurhat,,Fell,87.76667,24.16667,Point,100,Valid,LL,24.166670,87.766670,1916-01-01T00:00:00.000
22386,,Ramsdorf,,Fell,6.93333,51.88333,Point,4682,Valid,L6,51.883330,6.933330,1958-01-01T00:00:00.000
22387,,Ranchapur,,Fell,87.08333,23.98333,Point,290.39999999999998,Valid,H4,23.983330,87.083330,1917-01-01T00:00:00.000
22390,,Rancho de la Presa,,Fell,-100.81667,19.86667,Point,300,Valid,H5,19.866670,-100.816670,1899-01-01T00:00:00.000
22392,,Rangala,,Fell,72.01667,25.38333,Point,3224.5,Valid,L6,25.383330,72.016670,1937-01-01T00:00:00.000
22394,,Raoyang,,Fell,115.7,38.2,Point,4910,Valid,L6,38.200000,115.700000,1919-01-01T00:00:00.000
22395,,Ras Tanura,,Fell,50.15,26.66667,Point,6.1,Valid,H6,26.666670,50.150000,1961-01-01T00:00:00.000
22396,,Rasgrad,,Fell,26.53333,43.5,Point,24700,Valid,Stone-uncl,43.500000,26.533330,1740-01-01T00:00:00.000
22398,,Ratyn,,Fell,17.98333,52.2,Point,910,Valid,Stone-uncl,52.200000,17.983330,1880-01-01T00:00:00.000
53502,8,Red Canyon Lake,1391,Fell,-119.75812,38.13742,Point,18.41,Valid,H5,38.137420,-119.758120,2007-01-01T00:00:00.000
22584,,Reliegos,,Fell,-5.33333,42.475,Point,17300,Valid,L5,42.475000,-5.333330,1947-01-01T00:00:00.000
22585,,Rembang,,Fell,111.36667,-6.73333,Point,10000,Valid,"Iron, IVA",-6.733330,111.366670,1919-01-01T00:00:00.000
22586,,Renazzo,,Fell,11.28333,44.76667,Point,1000,Valid,CR2,44.766670,11.283330,1824-01-01T00:00:00.000
22587,,Renca,,Fell,-65.28333,-32.75,Point,300,Valid,L5,-32.750000,-65.283330,1925-01-01T00:00:00.000
22589,,Renqiu,,Fell,116.13333,38.66667,Point,355,Valid,L6,38.666670,116.133330,1916-01-01T00:00:00.000
22590,,Repeev Khutor,,Fell,45.66667,48.6,Point,7000,Valid,"Iron, IIF",48.600000,45.666670,1933-01-01T00:00:00.000
22592,,Revelstoke,,Fell,-118.95,51.33333,Point,1,Valid,CI1,51.333330,-118.950000,1965-01-01T00:00:00.000
22593,,Rewari,,Fell,76.66667,28.2,Point,3332,Valid,L6,28.200000,76.666670,1929-01-01T00:00:00.000
22597,37,Rich Mountain,2388,Fell,-83.03333,35.03333,Point,668,Valid,L6,35.033330,-83.033330,1903-01-01T00:00:00.000
24140,,Uzcudun,,Fell,-66.15,-44.11667,Point,20000,Valid,L,-44.116670,-66.150000,1948-01-01T00:00:00.000
22599,3,Richardton,569,Fell,-102.31667,46.88333,Point,90000,Valid,H5,46.883330,-102.316670,1918-01-01T00:00:00.000
22602,23,Richland Springs,2885,Fell,-99.03333,31.25,Point,1900,Valid,OC,31.250000,-99.033330,1980-01-01T00:00:00.000
22603,40,Richmond,2764,Fell,-77.5,37.46667,Point,1800,Valid,LL5,37.466670,-77.500000,1828-01-01T00:00:00.000
22611,,Rio Negro,,Fell,-49.8,-26.1,Point,1310,Valid,L4,-26.100000,-49.800000,1934-01-01T00:00:00.000
22614,,Rivolta de Bassi,,Fell,9.51667,45.48333,Point,103.3,Valid,Stone-uncl,45.483330,9.516670,1491-01-01T00:00:00.000
22637,35,Rochester,150,Fell,-86.28333,41.08333,Point,340,Valid,H6,41.083330,-86.283330,1876-01-01T00:00:00.000
22640,,Rockhampton,,Fell,150.51667,-23.38333,Point,1641,Valid,Stone-uncl,-23.383330,150.516670,1895-01-01T00:00:00.000
22641,,Roda,,Fell,0.55,42.3,Point,400,Valid,Diogenite,42.300000,0.550000,1871-01-01T00:00:00.000
22642,,Rodach,,Fell,10.8,50.35,Point,2900,Valid,Stone-uncl,50.350000,10.800000,1775-01-01T00:00:00.000
22766,50,Rose City,361,Fell,-83.95,44.51667,Point,10600,Valid,H5,44.516670,-83.950000,1921-01-01T00:00:00.000
22773,,Rowton,,Fell,-2.51667,52.76667,Point,3500,Valid,"Iron, IIIAB",52.766670,-2.516670,1876-01-01T00:00:00.000
22780,,Ruhobobo,,Fell,29.83333,-1.45,Point,465.5,Valid,L6,-1.450000,29.833330,1976-01-01T00:00:00.000
22782,,Rumuruti,,Fell,36.53333,0.26667,Point,67,Valid,R3.8-6,0.266670,36.533330,1934-01-01T00:00:00.000
22783,,Rupota,,Fell,38.76667,-10.26667,Point,6000,Valid,L4-6,-10.266670,38.766670,1949-01-01T00:00:00.000
22791,,Ryechki,,Fell,34.5,51.13333,Point,13000,Valid,L5,51.133330,34.500000,1914-01-01T00:00:00.000
22792,,Sabetmahet,,Fell,82.08333,27.43333,Point,1250,Valid,H5,27.433330,82.083330,1855-01-01T00:00:00.000
22793,,Sabrum,,Fell,91.66667,23.08333,Point,478,Valid,LL6,23.083330,91.666670,1999-01-01T00:00:00.000
22796,,Sagan,,Fell,14.88333,51.53333,Point,,Valid,Stone-uncl,51.533330,14.883330,1636-01-01T00:00:00.000
23101,,Saint-Sauveur,,Fell,1.38333,43.73333,Point,14000,Valid,EH5,43.733330,1.383330,1914-01-01T00:00:00.000
23102,,Saint-Séverin,,Fell,0.23333,45.3,Point,271000,Valid,LL6,45.300000,0.233330,1966-01-01T00:00:00.000
23103,,Sakauchi,,Fell,136.3,35.66667,Point,4180,Valid,Iron,35.666670,136.300000,1913-01-01T00:00:00.000
23107,12,Salem,2409,Fell,-122.96944,44.97917,Point,61.4,Valid,L6,44.979170,-122.969440,1981-01-01T00:00:00.000
23111,,Salles,,Fell,4.63333,46.05,Point,9000,Valid,L5,46.050000,4.633330,1798-01-01T00:00:00.000
23114,,Salzwedel,,Fell,11.05,52.75,Point,43,Valid,LL5,52.750000,11.050000,1985-01-01T00:00:00.000
23115,,Samelia,,Fell,74.86667,25.66667,Point,2462,Valid,"Iron, IIIAB",25.666670,74.866670,1921-01-01T00:00:00.000
23128,8,San Juan Capistrano,1174,Fell,-117.6625,33.48472,Point,56,Valid,H6,33.484720,-117.662500,1973-01-01T00:00:00.000
31315,,San Michele,,Fell,13.0,43.66667,Point,237,Valid,L6,43.666670,13.000000,2002-01-01T00:00:00.000
23130,,San Pedro de Quiles,,Fell,-71.4,-31.01667,Point,282,Valid,L6,-31.016670,-71.400000,1956-01-01T00:00:00.000
34063,,San Pedro Jacuaro,,Fell,-100.65,19.76667,Point,460,Valid,LL6,19.766670,-100.650000,1968-01-01T00:00:00.000
23161,,Santa Barbara,,Fell,-51.86667,-29.2,Point,400,Valid,L4,-29.200000,-51.866670,1873-01-01T00:00:00.000
23164,,Santa Cruz,,Fell,-99.33333,24.16667,Point,60,Valid,CM2,24.166670,-99.333330,1939-01-01T00:00:00.000
23165,,Santa Isabel,,Fell,-61.7,-33.9,Point,5500,Valid,L6,-33.900000,-61.700000,1924-01-01T00:00:00.000
50909,,Santa Lucia (2008),,Fell,-68.489444,-31.535556,Point,4000,Valid,L6,-31.535556,-68.489444,2008-01-01T00:00:00.000
23171,,São Jose do Rio Preto,,Fell,-49.38056,-20.81,Point,927,Valid,H4,-20.810000,-49.380560,1962-01-01T00:00:00.000
23176,,Saratov,,Fell,46.55,52.55,Point,200000,Valid,L4,52.550000,46.550000,1918-01-01T00:00:00.000
23187,,Sasagase,,Fell,137.78333,34.71667,Point,695,Valid,H,34.716670,137.783330,1688-01-01T00:00:00.000
23188,,Sauguis,,Fell,-0.85,43.15,Point,4000,Valid,L6,43.150000,-0.850000,1868-01-01T00:00:00.000
23190,,Savtschenskoje,,Fell,29.86667,47.21667,Point,2500,Valid,LL4,47.216670,29.866670,1894-01-01T00:00:00.000
23192,,Sayama,,Fell,139.4,35.86667,Point,430,Valid,CM2,35.866670,139.400000,1986-01-01T00:00:00.000
23455,,Sazovice,,Fell,17.56667,49.23333,Point,412,Valid,L5,49.233330,17.566670,1934-01-01T00:00:00.000
23457,,Schellin,,Fell,15.05,53.35,Point,7000,Valid,L,53.350000,15.050000,1715-01-01T00:00:00.000
23458,47,Schenectady,2142,Fell,-73.95028,42.86083,Point,283.3,Valid,H5,42.860830,-73.950280,1968-01-01T00:00:00.000
23460,,Schönenberg,,Fell,10.46667,48.11667,Point,8000,Valid,L6,48.116670,10.466670,1846-01-01T00:00:00.000
23472,49,Searsmont,1727,Fell,-69.2,44.36667,Point,5400,Valid,H5,44.366670,-69.200000,1871-01-01T00:00:00.000
23473,,Sediköy,,Fell,27.13333,38.3,Point,240,Valid,L6,38.300000,27.133330,1917-01-01T00:00:00.000
23476,,Segowlie,,Fell,84.78333,26.75,Point,6930,Valid,LL6,26.750000,84.783330,1853-01-01T00:00:00.000
23481,,Selakopi,,Fell,107.33333,-7.23333,Point,1590,Valid,H5,-7.233330,107.333330,1939-01-01T00:00:00.000
23483,,Seldebourak,,Fell,4.98333,22.83333,Point,150,Valid,H5,22.833330,4.983330,1947-01-01T00:00:00.000
23487,,Semarkona,,Fell,79.0,22.25,Point,691,Valid,LL3.00,22.250000,79.000000,1940-01-01T00:00:00.000
23495,,Sena,,Fell,-0.05,41.71667,Point,4000,Valid,H4,41.716670,-0.050000,1773-01-01T00:00:00.000
23496,,Senboku,,Fell,140.51167,39.43833,Point,866,Valid,H6,39.438330,140.511670,1993-01-01T00:00:00.000
23500,,Seoni,,Fell,79.50083,21.68389,Point,20000,Valid,H6,21.683890,79.500830,1966-01-01T00:00:00.000
23501,,Seres,,Fell,23.56667,41.05,Point,8500,Valid,H4,41.050000,23.566670,1818-01-01T00:00:00.000
23502,,Serra de Magé,,Fell,-36.76667,-8.38333,Point,1800,Valid,Eucrite-cm,-8.383330,-36.766670,1923-01-01T00:00:00.000
23504,,Sete Lagoas,,Fell,-44.21667,-19.46667,Point,350,Valid,H4,-19.466670,-44.216670,1908-01-01T00:00:00.000
23508,,Sevilla,,Fell,-6.0,37.41667,Point,180,Valid,LL4,37.416670,-6.000000,1862-01-01T00:00:00.000
23509,,Sevrukovo,,Fell,36.6,50.61667,Point,101000,Valid,L5,50.616670,36.600000,1874-01-01T00:00:00.000
23512,,Sfax,,Fell,10.71667,34.75,Point,7000,Valid,L6,34.750000,10.716670,1989-01-01T00:00:00.000
23521,,Shalka,,Fell,87.3,23.1,Point,4000,Valid,Diogenite,23.100000,87.300000,1850-01-01T00:00:00.000
23525,40,Sharps,921,Fell,-76.7,37.83333,Point,1265,Valid,H3.4,37.833330,-76.700000,1921-01-01T00:00:00.000
23529,,Shelburne,,Fell,-80.16667,44.05,Point,18600,Valid,L5,44.050000,-80.166670,1904-01-01T00:00:00.000
23530,,Shergotty,,Fell,84.83333,24.55,Point,5000,Valid,Martian (shergottite),24.550000,84.833330,1865-01-01T00:00:00.000
23531,,Sheyang,,Fell,120.06667,33.65,Point,605,Valid,L6,33.650000,120.066670,1976-01-01T00:00:00.000
23534,,Shikarpur,,Fell,87.5775,25.85,Point,3679.7,Valid,L6,25.850000,87.577500,1921-01-01T00:00:00.000
23582,,Shuangyang,,Fell,125.66667,43.5,Point,3900,Valid,H5,43.500000,125.666670,1971-01-01T00:00:00.000
23583,,Shupiyan,,Fell,74.83333,33.71667,Point,5000,Valid,H6,33.716670,74.833330,1912-01-01T00:00:00.000
23584,,Shytal,,Fell,90.16667,24.33333,Point,3200,Valid,L6,24.333330,90.166670,1863-01-01T00:00:00.000
23586,,Siena,,Fell,11.6,43.11667,Point,3700,Valid,LL5,43.116670,11.600000,1794-01-01T00:00:00.000
23593,,Sikhote-Alin,,Fell,134.65333,46.16,Point,23000000,Valid,"Iron, IIAB",46.160000,134.653330,1947-01-01T00:00:00.000
23594,,Silao,,Fell,-101.38333,20.93333,Point,1710,Valid,H5,20.933330,-101.383330,1995-01-01T00:00:00.000
55584,,Silistra,,Fell,27.26667,44.11667,Point,0.15,Valid,Achondrite-ung,44.116670,27.266670,1917-01-01T00:00:00.000
23603,,Simmern,,Fell,7.53333,49.98333,Point,1222,Valid,H5,49.983330,7.533330,1920-01-01T00:00:00.000
23606,,Sinai,,Fell,32.48333,30.9,Point,1455,Valid,L6,30.900000,32.483330,1916-01-01T00:00:00.000
23611,,Sindhri,,Fell,69.55,26.21667,Point,8400,Valid,H5,26.216670,69.550000,1901-01-01T00:00:00.000
23613,,Sinnai,,Fell,9.2,39.3,Point,2000,Valid,H6,39.300000,9.200000,1956-01-01T00:00:00.000
23614,19,Sioux County,2351,Fell,-103.66667,42.58333,Point,4100,Valid,Eucrite-mmict,42.583330,-103.666670,1933-01-01T00:00:00.000
23616,,Sitathali,,Fell,82.58333,20.91667,Point,1600,Valid,H5,20.916670,82.583330,1875-01-01T00:00:00.000
23617,,Sivas,,Fell,36.13583,39.82467,Point,40000,Valid,H6,39.824670,36.135830,1989-01-01T00:00:00.000
23619,,Sixiangkou,,Fell,119.86667,32.43333,Point,630,Valid,L5,32.433330,119.866670,1989-01-01T00:00:00.000
23621,,Ski,,Fell,10.86667,59.73333,Point,850,Valid,L6,59.733330,10.866670,1848-01-01T00:00:00.000
23626,,Slavetic,,Fell,15.6,45.68333,Point,1708,Valid,H5,45.683330,15.600000,1868-01-01T00:00:00.000
23645,,Slobodka,,Fell,35.0,55.0,Point,2750,Valid,L4,55.000000,35.000000,1818-01-01T00:00:00.000
23660,,Soheria,,Fell,84.06667,27.13333,Point,72.900000000000006,Valid,OC,27.133330,84.066670,1960-01-01T00:00:00.000
23661,,Soko-Banja,,Fell,21.86667,43.66667,Point,80000,Valid,LL4,43.666670,21.866670,1877-01-01T00:00:00.000
23663,,Sologne,,Fell,1.73333,47.36667,Point,54,Valid,H5,47.366670,1.733330,1860-01-01T00:00:00.000
53829,,Sołtmany,,Fell,22.005,54.00883,Point,1066,Valid,L6,54.008830,22.005000,2011-01-01T00:00:00.000
23667,,Sone,,Fell,135.33333,35.16667,Point,17100,Valid,H5,35.166670,135.333330,1866-01-01T00:00:00.000
23668,,Songyuan,,Fell,125.0,45.25,Point,36900,Valid,L6,45.250000,125.000000,1993-01-01T00:00:00.000
23670,,Sopot,,Fell,23.5,44.41667,Point,958,Valid,OC,44.416670,23.500000,1927-01-01T00:00:00.000
23671,,Soroti,,Fell,33.63333,1.7,Point,2050,Valid,"Iron, ungrouped",1.700000,33.633330,1945-01-01T00:00:00.000
23081,,St. Caprais-de-Quinsac,,Fell,0.05,44.75,Point,360,Valid,L6,44.750000,0.050000,1883-01-01T00:00:00.000
23082,,St. Christophe-la-Chartreuse,,Fell,-1.5,46.95,Point,5500,Valid,L6,46.950000,-1.500000,1841-01-01T00:00:00.000
23083,,St. Denis Westrem,,Fell,3.75,51.05,Point,700,Valid,L6,51.050000,3.750000,1855-01-01T00:00:00.000
23087,,St. Germain-du-Pinel,,Fell,-1.15,48.01667,Point,4000,Valid,H6,48.016670,-1.150000,1890-01-01T00:00:00.000
23089,18,St. Louis,2223,Fell,-90.23333,38.7,Point,1000,Valid,H4,38.700000,-90.233330,1950-01-01T00:00:00.000
23090,,St. Mark's,,Fell,27.41667,-32.01667,Point,13780,Valid,EH5,-32.016670,27.416670,1903-01-01T00:00:00.000
23091,45,St. Mary's County,424,Fell,-76.38333,38.16667,Point,24.3,Valid,LL3.3,38.166670,-76.383330,1919-01-01T00:00:00.000
